2017-12-03 22:10:07,497 INFO  Getting archive scores for team: Arsenal before date: 12/10/2017 00:00:00 succeeded. 10 scores have been taken.
2017-12-03 22:10:07,662 INFO  Getting archive scores for team: Liverpool before date: 12/10/2017 00:00:00 succeeded. 10 scores have been taken.
2017-12-03 22:10:07,673 INFO  Getting archive scores for team: Liverpool before date: 12/10/2017 00:00:00 succeeded. 10 scores have been taken.
2017-12-03 22:10:07,686 INFO  Getting archive scores for team: Everton before date: 12/10/2017 00:00:00 succeeded. 10 scores have been taken.
2017-12-03 22:10:07,697 INFO  Getting archive scores for team: Everton before date: 12/10/2017 00:00:00 succeeded. 10 scores have been taken.
2017-12-03 22:10:07,862 INFO  Getting archive scores for team: Man United before date: 12/10/2017 00:00:00 succeeded. 10 scores have been taken.
2017-12-03 22:10:07,872 INFO  Getting archive scores for team: Man United before date: 12/10/2017 00:00:00 succeeded. 10 scores have been taken.
2017-12-03 22:10:07,884 INFO  Getting archive scores for team: Man City before date: 12/10/2017 00:00:00 succeeded. 10 scores have been taken.
2017-12-03 22:10:07,893 INFO  Getting archive scores for team: Man City before date: 12/10/2017 00:00:00 succeeded. 10 scores have been taken.
2017-12-03 22:10:07,899 INFO  Prediction finished successfully
2017-12-03 22:10:07,905 INFO  Date 12/03/2017 22:10:07 has been set as last execution date to file: exec.data
2017-12-03 22:10:07,925 INFO  Bye
